DEM,Shift_X,Shift_Y,Shift_Z,Horizontal_Shift,Before_Median,Before_NMAD,Before_Count,After_Median,After_NMAD,After_Count,Output_Path
dem_2008.tif,-0.431051924571905,-3.1636255261086275,-4.494055782894748,3.192856437599917,-4.2982177734375,2.2060733276367186,11664,-0.00030517578125,2.1585656982421875,11664,C:\GIS_Course\EGM702\GitHUB_coregistation_conda\output\dem_2008_coreg.tif
dem_2023.tif,0.7011951644089162,-6.830848284726777,-24.45711433012889,6.866743256271142,-24.1138916015625,2.589211047363281,11664,0.00177001953125,1.8769585693359374,11664,C:\GIS_Course\EGM702\GitHUB_coregistation_conda\output\dem_2023_coreg.tif
